,Title,Type,Director,Cast,Release Year,Rating,Duration,Genre,Vote Average
3171,A Stormy Night,Movie,David Moragas,"Jacob Perkins, David Moragas, Jordan Geiger, Marc Di Francesco",2020,NR,77 min, LGBTQ,6.8
3172,Cut The Rope: Om Nom Stories - Learning Time,Movie,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",2021,ALL,47 min,Animation,6.8
3173,Cut The Rope: Om Nom Stories - Learning Time,Movie,"Arthur Merkulov, Nikita Yurov, Vladimir Gerasimov","Cut the Rope, Om Nom",2021,ALL,47 min, Kids,6.8
3174,The Naked Truth,Movie,Nico Mastorakis,"Robert Caso, Courtney Gibbs, Kevin Schon, Herb Edelman, Brian Thompson, Yvonne De Carlo, Erik Estrada, Lou Ferrigno, Zsa Zsa Gabor, Little Richard, Shannon Tweed, John Vernon, M. Emmet Walsh",1992,16+,99 min,Comedy,6.8
3175,Rolling Thunder,Movie,"P. J. Pesce, Ralph Hemecker","William Devane, Tommy Lee Jones, Linda Haynes, James Best",1996,18+,90 min,Action,6.8
3176,Rolling Thunder,Movie,"P. J. Pesce, Ralph Hemecker","William Devane, Tommy Lee Jones, Linda Haynes, James Best",1996,18+,90 min, Comedy,6.8
3177,Rolling Thunder,Movie,"P. J. Pesce, Ralph Hemecker","William Devane, Tommy Lee Jones, Linda Haynes, James Best",1996,18+,90 min, Drama,6.8
3178,Adimurai,Movie,R.S Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish",2020,ALL,140 min,Action,6.8
3179,Adimurai,Movie,R.S Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish",2020,ALL,140 min, Drama,6.8
3180,Abandoned and Deceived,Movie,Joseph Dougherty,"Lori Loughlin, Brian Kerwin, Farrah Forke",1995,13+,91 min,Drama,6.8
3181,American Experience: War of the Worlds,Movie,Cathleen O'Connell,"Michael Murphy, Oliver Platt, David McCullough, David Ogden Stiers, Charissa Allen, Julian Arahanga",2013,13+,53 min,Documentary,6.8
3182,American Experience: War of the Worlds,Movie,Cathleen O'Connell,"Michael Murphy, Oliver Platt, David McCullough, David Ogden Stiers, Charissa Allen, Julian Arahanga",2013,13+,53 min, Special Interest,6.8
3183,Don't Wake Mommy,Movie,"MarVista Entertainment,  Inc.","Ashley Bell, Sara Rue, Dean Geyer, Alex Essoe, Harry Van Gorkum, Anjali Bhimani, Reagan Pasternak, Denise Crosby",2016,NR,90 min,Suspense,6.8
3184,American Experience: The Swamp,Movie,Randall Maclowry,Tim Hopper,2019,Unknown,114 min,Documentary,6.8
3185,American Experience: The Swamp,Movie,Randall Maclowry,Tim Hopper,2019,Unknown,114 min, Special Interest,6.8
3186,Antardwand,Movie,Sushil Rajpal,"Swati Sen, Akhilendra Mishra, Himanshi, Raj Singh Chaudhary, Vinay Pathak",2010,13+,104 min,Drama,6.8
3187,Antardwand,Movie,Sushil Rajpal,"Swati Sen, Akhilendra Mishra, Himanshi, Raj Singh Chaudhary, Vinay Pathak",2010,13+,104 min, International,6.8
3188,By Nights End,Movie,Walker Whited,"Michelle Rose, Kurt Yue, Michael Aaron Milligan",2020,Unknown,86 min,Drama,6.8
3189,By Nights End,Movie,Walker Whited,"Michelle Rose, Kurt Yue, Michael Aaron Milligan",2020,Unknown,86 min, Suspense,6.8
3190,Flashes - The Director's Cut,Movie,Amir Valinia,"Christopher Judge, Tom Sizemore, Elle LaMont, Donny Boaz",2020,18+,98 min,Science Fiction,6.8
3191,Mounam Pesiyadhe,Movie,Ameer,"Suriya, Trisha, Nandha, Laila",2002,ALL,144 min,Romance,6.8
3192,Lady Jane,Movie,Trevor Nunn,"Helena Bonham Carter, Cary Elwes, Patrick Stewart, Pip Torrens, John Wood",1986,PG-13,142 min,Drama,6.8
3193,The Christmas Toy,Movie,Eric Till,"Dave Goelz, Brian Henson, Kathryn Mullen, Jerry Nelson, Richard Hunt, Camille Bonara, Rob Mills, Nikki Tilroe, Marsha Moreau, Zachary Bennett, Steve Whitmire",1986,ALL,50 min,Kids,6.8
3194,The Christmas Toy,Movie,Eric Till,"Dave Goelz, Brian Henson, Kathryn Mullen, Jerry Nelson, Richard Hunt, Camille Bonara, Rob Mills, Nikki Tilroe, Marsha Moreau, Zachary Bennett, Steve Whitmire",1986,ALL,50 min, Science Fiction,6.8
3195,Death of a Child,Movie,"Frida Barkfors, Lasse Barkfors",Unknown,2017,13+,79 min,Documentary,6.8
3196,Death Of A Black Panther: Fred Hampton,Movie,Unknown,"Fred Hampton, Deborah Johnson",1969,13+,27 min,Documentary,6.8
3197,Death Of A Black Panther: Fred Hampton,Movie,Unknown,"Fred Hampton, Deborah Johnson",1969,13+,27 min, Special Interest,6.8
3198,Corporate Prey,Movie,Dr. Bob Abell,"Dylan Lloyd, Brandon Ludwig, Christine Emes, Kristen MacCulloch, Kayla Jo Farris, Mark Grice, Peter Whittaker, Laura M. D'Alessandro, Juan Rodriguez, Amanda Marroquim",2020,16+,118 min,Action,6.8
3199,Corporate Prey,Movie,Dr. Bob Abell,"Dylan Lloyd, Brandon Ludwig, Christine Emes, Kristen MacCulloch, Kayla Jo Farris, Mark Grice, Peter Whittaker, Laura M. D'Alessandro, Juan Rodriguez, Amanda Marroquim",2020,16+,118 min, Drama,6.8
3200,Corporate Prey,Movie,Dr. Bob Abell,"Dylan Lloyd, Brandon Ludwig, Christine Emes, Kristen MacCulloch, Kayla Jo Farris, Mark Grice, Peter Whittaker, Laura M. D'Alessandro, Juan Rodriguez, Amanda Marroquim",2020,16+,118 min, Science Fiction,6.8
3201,We Bought A Zoo,Movie,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Elle Fanning, John Michael Higgins",2011,PG,124 min,Comedy,6.8
3202,We Bought A Zoo,Movie,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Elle Fanning, John Michael Higgins",2011,PG,124 min, Drama,6.8
3203,Floating City,Movie,Yim Ho,"Aaron Kwok, Josie Ho, Annie Liu",2012,16+,105 min,Drama,6.8
3204,Floating City,Movie,Yim Ho,"Aaron Kwok, Josie Ho, Annie Liu",2012,16+,105 min, Romance,6.8
3205,Little Nemo: Adventures in Slumberland,Movie,"Masami Hata, William T. Hurtz","Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann, Laura Mooney, Bernard Erhard, Bill Martin",1989,ALL,95 min,Anime,6.8
3206,Little Nemo: Adventures in Slumberland,Movie,"Masami Hata, William T. Hurtz","Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann, Laura Mooney, Bernard Erhard, Bill Martin",1989,ALL,95 min, Kids,6.8
3207,Little Nemo: Adventures in Slumberland,Movie,"Masami Hata, William T. Hurtz","Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann, Laura Mooney, Bernard Erhard, Bill Martin",1989,ALL,95 min, Science Fiction,6.8
3208,One Special Night,Movie,Roger Young,"James Garner, Julie Andrews",1999,13+,87 min,Drama,6.8
3209,On The Edge,Movie,Eduard Bordukov,"Svetlana Khodchenkova, Stasya Miloslavskaya, Sergey Puskepalis, Alexey Barabash",2020,16+,114 min,Action,6.8
3210,On The Edge,Movie,Eduard Bordukov,"Svetlana Khodchenkova, Stasya Miloslavskaya, Sergey Puskepalis, Alexey Barabash",2020,16+,114 min, Drama,6.8
3211,Oddball,Movie,Stuart McDonald,"Shane Jacobson, Sarah Snook, Alan Tudyk, Deborah Mailman",2016,PG,95 min,Action,6.8
3212,Oddball,Movie,Stuart McDonald,"Shane Jacobson, Sarah Snook, Alan Tudyk, Deborah Mailman",2016,PG,95 min, Animation,6.8
3213,Oddball,Movie,Stuart McDonald,"Shane Jacobson, Sarah Snook, Alan Tudyk, Deborah Mailman",2016,PG,95 min, Kids,6.8
3214,They Call Us Monsters,Movie,Ben Lear,"Jarad Nava, Juan Gamez, Antonio Hernandez, Darrell Edwards",2017,16+,82 min,Documentary,6.8
3215,They Call Us Monsters,Movie,Ben Lear,"Jarad Nava, Juan Gamez, Antonio Hernandez, Darrell Edwards",2017,16+,82 min, Drama,6.8
3216,They Call Us Monsters,Movie,Ben Lear,"Jarad Nava, Juan Gamez, Antonio Hernandez, Darrell Edwards",2017,16+,82 min, Special Interest,6.8
3217,Transmilitary,Movie,Gabriel Silverman,"Laila Ireland, Logan Ireland, Jennifer Peace, El Cook, Sue Fulton",2019,16+,93 min,Documentary,6.8
3218,Transmilitary,Movie,Gabriel Silverman,"Laila Ireland, Logan Ireland, Jennifer Peace, El Cook, Sue Fulton",2019,16+,93 min, Special Interest,6.8
3219,In the Line of Duty 3,Movie,"Arthur Wong, Brandy Yuen","Cynthia Khan, Hiroshi Fujioka, Sai-Kit Yung",1988,16+,84 min,Action,6.8
3220,In the Line of Duty 3,Movie,"Arthur Wong, Brandy Yuen","Cynthia Khan, Hiroshi Fujioka, Sai-Kit Yung",1988,16+,84 min, Suspense,6.8
3221,DEAR CHRISTMAS,Movie,"Hartbreak Films,  Inc.",Unknown,2020,ALL,88 min,Drama,6.8
3222,Creating Freedom: The Lottery of Birth,Movie,"Raoul Martinez, Joshua van Praag","Michael Albert, Stanley Aronowitz, Tony Benn, Nick Davies, Daniel C. Dennett",2013,7+,76 min,Special Interest,6.8
3223,The Swindlers,Movie,Jang Chang-won,"Hyun Bin, Ji-tae Yu, Seong-woo Bae, Sung-woong Park",2017,16+,117 min,Action,6.797
3224,The Swindlers,Movie,Jang Chang-won,"Hyun Bin, Ji-tae Yu, Seong-woo Bae, Sung-woong Park",2017,16+,117 min, Suspense,6.797
3225,Dog City,Movie,Jim Henson,"Jim Henson, Kevin Clash, Jerry Nelson, Fran Brill, Rickey Boyd, Steve Whitmire, Camille Bonora, Rob Mills, Gordon Robertson",1989,13+,40 min,Comedy,6.79
3226,Dog City,Movie,Jim Henson,"Jim Henson, Kevin Clash, Jerry Nelson, Fran Brill, Rickey Boyd, Steve Whitmire, Camille Bonora, Rob Mills, Gordon Robertson",1989,13+,40 min, Fantasy,6.79
3227,Dog City,Movie,Jim Henson,"Jim Henson, Kevin Clash, Jerry Nelson, Fran Brill, Rickey Boyd, Steve Whitmire, Camille Bonora, Rob Mills, Gordon Robertson",1989,13+,40 min, Kids,6.79
3228,Still The Water,Movie,Susan Rodgers,"Ry Barrett, Colin Price, Christina McInulty",2021,16+,100 min,Drama,6.79
3229,Still The Water,Movie,Susan Rodgers,"Ry Barrett, Colin Price, Christina McInulty",2021,16+,100 min, Romance,6.79
3230,The Swami and the Serpent - A Non-Dualist's Encounter with Kundalini,Movie,Swami Tadatmananda,Swami Tadatmananda,2018,7+,75 min,Documentary,6.79
3231,The Swami and the Serpent - A Non-Dualist's Encounter with Kundalini,Movie,Swami Tadatmananda,Swami Tadatmananda,2018,7+,75 min, Special Interest,6.79
3232,The Swap,Movie,"Jordan Leondopoulos, John C. Broderick, John Shade","Robert De Niro, Jennifer Warren, Jarred Mickey, Terrayne Crawford, Martin J. Kelley, Phyllis Black, Anthony Charnota, Lisa Blount, Sybil Danning, John Medici, James Brown, Sam Anderson, Tony Brande, Matt Greene, Alvin Hammer, Jack Slater, Monica Davis, Viva",1969,R,91 min,Drama,6.79
3233,Human Flow,Movie,Ai Weiwei,Unknown,2017,PG-13,141 min,Documentary,6.789
3234,The Beautician And The Beast,Movie,Ken Kwapis,"Fran Drescher, Timothy Dalton, Ian McNeice",1997,PG,107 min,Comedy,6.789
3235,Bad Boys,Movie,Rick Rosenthal,"Sean Penn, Reni Santoni, Jim Moody, Esai Morales, Ally Sheedy",1983,R,124 min,Drama,6.787
3236,Bad Boys,Movie,Rick Rosenthal,"Sean Penn, Reni Santoni, Jim Moody, Esai Morales, Ally Sheedy",1983,R,124 min, Suspense,6.787
3237,RiffTrax: Dinosaurus,Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Ward Ramsey, Paul Lukather, Kristina  Hanson, Alan Roberts, Mystery Science Theater 3000 Guys",2014,13+,82 min,Comedy,6.786
3238,RiffTrax: Dinosaurus,Movie,Michael J. Nelson,"Michael J. Nelson, Kevin Murphy, Bill Corbett, Ward Ramsey, Paul Lukather, Kristina  Hanson, Alan Roberts, Mystery Science Theater 3000 Guys",2014,13+,82 min, Fantasy,6.786
3239,Riverhead,Movie,Justin Oakey,Lawrence Barry,2017,18+,90 min,Drama,6.786
3240,Holy Hail,Movie,Unknown,Unknown,2011,NR,26 min,Music Videos and Concerts,6.785
3241,Home,Movie,Frank Lin,"Heather Langenkamp, Samantha Mumba, Aaron Hill",2016,16+,87 min,Horror,6.785
3242,Home,Movie,Frank Lin,"Heather Langenkamp, Samantha Mumba, Aaron Hill",2016,16+,87 min, Suspense,6.785
3243,The Trench,Movie,William Boyd,"Daniel Craig, Cillian Murphy, Ben Whishaw, Danny Dyer, James D'Arcy, Jullian Rhind-Tutt, Paul Nicholls",2021,18+,99 min,Drama,6.785
3244,Evil Eye,Movie,"Elan Dassani, Rajeev Dassani","Sunita Mani, Omar Maskati, Sarita Choudhury, Bernard White",2020,16+,89 min,Drama,6.784
3245,Evil Eye,Movie,"Elan Dassani, Rajeev Dassani","Sunita Mani, Omar Maskati, Sarita Choudhury, Bernard White",2020,16+,89 min, Horror,6.784
3246,Leave No Trace,Movie,Debra Granik,"Ben Foster, Thomasin Harcourt McKenzie, Jeff Kober, Dale Dickey",2018,PG,109 min,Drama,6.782
3247,American Animals,Movie,Bart Layton,"Evan Peters, Barry Keoghan, Blake Jenner, Jared Abrahamson, Udo Kier, Ann Dowd",2018,R,117 min,Action,6.78
3248,American Animals,Movie,Bart Layton,"Evan Peters, Barry Keoghan, Blake Jenner, Jared Abrahamson, Udo Kier, Ann Dowd",2018,R,117 min, Drama,6.78
3249,The Kid with the Golden Arm,Movie,Chang Cheh,"Sun Chien, Lo Meng, Pan Ping-chang, Lu Feng, Chiang Sheng",1979,R,82 min,Action,6.78
3250,The Kid with the Golden Arm,Movie,Chang Cheh,"Sun Chien, Lo Meng, Pan Ping-chang, Lu Feng, Chiang Sheng",1979,R,82 min, Drama,6.78
3251,Endless,Movie,Lambert Nnorom,Ray Emodi mike uchegbu Ray Ighodaro chinelo enemchukwu,2021,16+,103 min,Drama,6.779
3252,Endless,Movie,Lambert Nnorom,Ray Emodi mike uchegbu Ray Ighodaro chinelo enemchukwu,2021,16+,103 min, Romance,6.779
3253,Terror in a Texas Town,Movie,Joseph H. Lewis,"Sterling Hayden, Carol Kelly",1958,7+,81 min,Western,6.775
3254,Vallanzasca angel of evil,Movie,Michele Placido,"Kim Rossi Stuart, Filippo Timi, Valeria Solarino, Paz Vega, Moritz Bleibtreu",2011,18+,128 min,Action,6.774
3255,Vallanzasca angel of evil,Movie,Michele Placido,"Kim Rossi Stuart, Filippo Timi, Valeria Solarino, Paz Vega, Moritz Bleibtreu",2011,18+,128 min, Drama,6.774
3256,Annette,Movie,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Devyn Mc Dowell",2021,R,140 min,Arts,6.774
3257,Annette,Movie,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Devyn Mc Dowell",2021,R,140 min, Entertainment,6.774
3258,Annette,Movie,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Devyn Mc Dowell",2021,R,140 min, and Culture,6.774
3259,Annette,Movie,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Devyn Mc Dowell",2021,R,140 min, Drama,6.774
3260,Dhadak,Movie,Shashank Khaitan,"Janhvi Kapoor, Ishaan Khattar, Ashutosh Rana, Aditya Kumar, Kharaj Mukherjee",2018,13+,137 min,Drama,6.772
3261,Dhadak,Movie,Shashank Khaitan,"Janhvi Kapoor, Ishaan Khattar, Ashutosh Rana, Aditya Kumar, Kharaj Mukherjee",2018,13+,137 min, International,6.772
3262,Fallen,Movie,LEE Jeong-sub,"Yang Ji, Han Sung Min, Jang Tae Young",2021,16+,114 min,Drama,6.769
3263,Fallen,Movie,LEE Jeong-sub,"Yang Ji, Han Sung Min, Jang Tae Young",2021,16+,114 min, Science Fiction,6.769
3264,V (Hindi),Movie,Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,124 min,Action,6.769
3265,V (Hindi),Movie,Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,124 min, Drama,6.769
3266,V (Hindi),Movie,Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",2020,16+,124 min, Suspense,6.769
3267,Darr,Movie,Yash Chopra,"Shah Rukh Khan, Juhi Chawla, Sunny Deol",1993,13+,177 min,Drama,6.765
3268,Darr,Movie,Yash Chopra,"Shah Rukh Khan, Juhi Chawla, Sunny Deol",1993,13+,177 min, International,6.765
3269,Darr,Movie,Yash Chopra,"Shah Rukh Khan, Juhi Chawla, Sunny Deol",1993,13+,177 min, Suspense,6.765
3270,Stage Fright,Movie,magnolia,"Minnie Driver, Meat Loaf Aday",2014,R,88 min,Arthouse,6.764
3271,Stage Fright,Movie,magnolia,"Minnie Driver, Meat Loaf Aday",2014,R,88 min, Arts,6.764
3272,Stage Fright,Movie,magnolia,"Minnie Driver, Meat Loaf Aday",2014,R,88 min, Entertainment,6.764
3273,Stage Fright,Movie,magnolia,"Minnie Driver, Meat Loaf Aday",2014,R,88 min, and Culture,6.764
3274,Stage Fright,Movie,magnolia,"Minnie Driver, Meat Loaf Aday",2014,R,88 min, Horror,6.764
3275,Jonestown: Paradise Lost,Movie,Tim Wolochatiuk,"Rick Roberts, Quentin Krog, Brendan Murray, Alon Nashman, Greg Ellwand, Kevin Otto",2006,13+,104 min,Documentary,6.763
3276,Jonestown: Paradise Lost,Movie,Tim Wolochatiuk,"Rick Roberts, Quentin Krog, Brendan Murray, Alon Nashman, Greg Ellwand, Kevin Otto",2006,13+,104 min, Drama,6.763
3277,Jonestown: Paradise Lost,Movie,Tim Wolochatiuk,"Rick Roberts, Quentin Krog, Brendan Murray, Alon Nashman, Greg Ellwand, Kevin Otto",2006,13+,104 min, Horror,6.763
3278,Danny Boy,Movie,"Terry Morse, Terry O. Morse","Robert Henry, Ralph Lewis, Sybil Merritt, Helen Brown, Walter Sodeling, Ace the Wonder Dog",1946,7+,59 min,Drama,6.76
3279,Danny Boy,Movie,"Terry Morse, Terry O. Morse","Robert Henry, Ralph Lewis, Sybil Merritt, Helen Brown, Walter Sodeling, Ace the Wonder Dog",1946,7+,59 min, Kids,6.76
3280,Four Weddings and a Funeral,Movie,Mike Newell,"Hugh Grant, Andie MacDowell, James Fleet, John Hannah, Anna Chancellor, Charlotte Coleman, Simon Callow, David Bower",1994,R,118 min,Comedy,6.758
3281,Pawn Sacrifice,Movie,Edward Zwick,"Tobey Maguire, Peter Sarsgaard, Liev Schreiber, Michael Stuhlbarg, Lily Rabe, Robin Weigert",2015,PG-13,115 min,Drama,6.756
3282,Pawn Sacrifice,Movie,Edward Zwick,"Tobey Maguire, Peter Sarsgaard, Liev Schreiber, Michael Stuhlbarg, Lily Rabe, Robin Weigert",2015,PG-13,115 min, Suspense,6.756
3283,New York City's 5th Avenue at Night for Sleep,Movie,Mark Knight,Unknown,2017,ALL,541 min,Special Interest,6.756
3284,Darling,Movie,Sam Anton,"G. V. Prakash Kumar, Nikki Galrani, Bala Saravanan, Karunas, Rajendran, Kalaiyarasan",2015,13+,120 min,Horror,6.756
3285,Capricorn One,Movie,Peter Hyams,"James Brolin, Elliot Gould, Hal Holbrook, Sam Waterson, O.J. Simpson",1978,16+,123 min,Action,6.756
3286,Capricorn One,Movie,Peter Hyams,"James Brolin, Elliot Gould, Hal Holbrook, Sam Waterson, O.J. Simpson",1978,16+,123 min, Suspense,6.756
3287,Love Story,Movie,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, Tommy Lee Jones, John Marley, Ray Milland",1970,PG,100 min,Comedy,6.755
3288,Love Story,Movie,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, Tommy Lee Jones, John Marley, Ray Milland",1970,PG,100 min, Drama,6.755
3289,Love Story,Movie,Arthur Hiller,"Ali MacGraw, Ryan O'Neal, Tommy Lee Jones, John Marley, Ray Milland",1970,PG,100 min, Romance,6.755
3290,Fasten Your Seatbelt,Movie,Ferzan Ozpetek,"Kasia Smutniak, Francesco Arca, Filippo Scicchitano, Carolina Crescentini, Francesco Scianna",2014,13+,111 min,Comedy,6.755
3291,Fasten Your Seatbelt,Movie,Ferzan Ozpetek,"Kasia Smutniak, Francesco Arca, Filippo Scicchitano, Carolina Crescentini, Francesco Scianna",2014,13+,111 min, Drama,6.755
3292,Fasten Your Seatbelt,Movie,Ferzan Ozpetek,"Kasia Smutniak, Francesco Arca, Filippo Scicchitano, Carolina Crescentini, Francesco Scianna",2014,13+,111 min, Romance,6.755
3293,The Hitch Hiker,Movie,Unknown,"Edmond O'Brien, Frank Lovejoy, William Talman, Jos? Torvay",2011,13+,71 min,Drama,6.754
3294,The Hitch-Hiker,Movie,Ida Lupino,"Edmond O'Brien, Frank Lovejoy, William Talman, José Torvay",1953,16+,71 min,Action,6.754
3295,The Hitch-Hiker,Movie,Ida Lupino,"Edmond O'Brien, Frank Lovejoy, William Talman, José Torvay",1953,16+,71 min, Drama,6.754
3296,The Hitch-Hiker,Movie,Ida Lupino,"Edmond O'Brien, Frank Lovejoy, William Talman, José Torvay",1953,16+,71 min, Suspense,6.754
3297,The Whistleblower,Movie,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Benedict Cumberbatch, Liam Cunningham, Luke Treadaway",2011,R,112 min,Action,6.753
3298,The Whistleblower,Movie,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Benedict Cumberbatch, Liam Cunningham, Luke Treadaway",2011,R,112 min, Drama,6.753
3299,The Whistleblower,Movie,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Benedict Cumberbatch, Liam Cunningham, Luke Treadaway",2011,R,112 min, Suspense,6.753
3300,Before Dawn,Movie,Dominic Brunt,"Joanne Mitchell, Dominic Brunt, Nicky Evans",2016,18+,82 min,Horror,6.751
3301,The Mother,Movie,Simon Curtis,"Anne Bancroft, Joan Cusack",1994,16+,57 min,Drama,6.751
3302,X,Movie,Scott J. Ramsey,"Hope Raymond, Eliza Boivin, Brian Smick",2021,18+,127 min,Drama,6.751
3303,X,Movie,Scott J. Ramsey,"Hope Raymond, Eliza Boivin, Brian Smick",2021,18+,127 min, Suspense,6.751
3304,Chehre,Movie,Rummy Jafry,"Amitabh Bachchan, Emraan Hashmi, Krystle Dsouza, Riya Chakraborty, Annu Kapoor, Dhritiman Chattergee, Raghubir Yadav, Siddhanth Kapoor",2021,NR,139 min,Suspense,6.75
3305,APEX: The Story of the Hypercar,Movie,"John Francis Musial, Joshue Vietze","Christian von Koenigsegg, Horacio Pagani, Frank Walliser, Paul, Chris, Dan, Halldora von Koenigsegg, Robert Serwanski, Mike",2016,13+,86 min,Documentary,6.75
3306,Mother in Law,Movie,Ly Minh Thang,"Thanh Hang, Ngoc Quyen, Lan Khue",2017,13+,98 min,Drama,6.75
3307,Mother in Law,Movie,Ly Minh Thang,"Thanh Hang, Ngoc Quyen, Lan Khue",2017,13+,98 min, Kids,6.75
3308,Eden,Movie,Megan Griffiths,"Jamie Chung, Beau Bridges, Matt O'Leary",2013,R,98 min,Drama,6.75
3309,Eden,Movie,Megan Griffiths,"Jamie Chung, Beau Bridges, Matt O'Leary",2013,R,98 min, Suspense,6.75
3310,MOTH,Movie,"Nancy Vazquez, Michele Frantzeskos","Nancy Vazquez, Michele Frantzeskos, Alana Johnson, Kereem Vargas",2021,16+,84 min,Action,6.75
3311,MOTH,Movie,"Nancy Vazquez, Michele Frantzeskos","Nancy Vazquez, Michele Frantzeskos, Alana Johnson, Kereem Vargas",2021,16+,84 min, Drama,6.75
3312,The Woman Who Wasn't There,Movie,"Angelo J. Guglielmo,  Jr.",Tania Head,2012,16+,65 min,Documentary,6.75
3313,Tel Aviv On Fire,Movie,Sameh Zoabi,"Lubna Azabal, Kais Nashif",2019,13+,96 min,Comedy,6.748
3314,Supa Strikas - Best in the Field,Movie,Bruce Legg,Unknown,2019,7+,60 min,Animation,6.746
3315,Supa Strikas - Best in the Field,Movie,Bruce Legg,Unknown,2019,7+,60 min, Kids,6.746
3316,Supa Strikas - Best in the Field,Movie,Bruce Legg,Unknown,2019,7+,60 min, Sports,6.746
3317,Super Size Me,Movie,Morgan Spurlock,Morgan Spurlock,2004,PG-13,99 min,Special Interest,6.746
3318,Super JoJo - Yes Yes Vegetables Song,Movie,Super JoJo,Super JoJo,2019,ALL,3 min,Kids,6.746
3319,"Supa Strikas - Eat, Sleep, Play Soccer",Movie,Bruce Legg,Unknown,2019,7+,60 min,Animation,6.746
3320,"Supa Strikas - Eat, Sleep, Play Soccer",Movie,Bruce Legg,Unknown,2019,7+,60 min, Documentary,6.746
3321,"Supa Strikas - Eat, Sleep, Play Soccer",Movie,Bruce Legg,Unknown,2019,7+,60 min, Kids,6.746
