,Title,Type,Director,Cast,Release Year,Date Added,Rating,Duration,Genre,Vote Average
657,Mark Twain and Me,Movie,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart",1991,"April 9, 2021",TV-PG,93 min,Biographical,7.2
658,Mark Twain and Me,Movie,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart",1991,"April 9, 2021",TV-PG,93 min, Coming of Age,7.2
659,Mark Twain and Me,Movie,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart",1991,"April 9, 2021",TV-PG,93 min, Drama,7.2
660,The Parent Trap (1961),Movie,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",1961,"November 12, 2019",G,129 min,Comedy,7.2
661,The Parent Trap (1961),Movie,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",1961,"November 12, 2019",G,129 min, Family,7.2
662,The Parent Trap (1961),Movie,David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",1961,"November 12, 2019",G,129 min, Romance,7.2
663,The Vanishing Prairie,Movie,James Algar,Winston Hibler,1954,"November 12, 2019",G,71 min,Animals & Nature,7.2
664,The Vanishing Prairie,Movie,James Algar,Winston Hibler,1954,"November 12, 2019",G,71 min, Documentary,7.2
665,The Vanishing Prairie,Movie,James Algar,Winston Hibler,1954,"November 12, 2019",G,71 min, Family,7.2
666,Science Fair,Movie,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",2018,"November 12, 2019",PG,91 min,Documentary,7.2
667,Science Fair,Movie,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",2018,"November 12, 2019",PG,91 min, Family,7.2
668,The Parent Trap,Movie,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens",1998,"November 12, 2019",PG,129 min,Comedy,7.2
669,The Parent Trap,Movie,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens",1998,"November 12, 2019",PG,129 min, Family,7.2
670,The Parent Trap,Movie,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens",1998,"November 12, 2019",PG,129 min, Romance,7.2
671,Drain The Titanic,Movie,Jobim Sampson,Russell Boulter,2015,"January 1, 2020",TV-PG,45 min,Documentary,7.2
672,Drain The Titanic,Movie,Jobim Sampson,Russell Boulter,2015,"January 1, 2020",TV-PG,45 min, Historical,7.2
673,Tree Climbing Lions,Movie,Unknown,Alexander Braczkowski,2018,"November 12, 2019",TV-PG,45 min,Animals & Nature,7.2
674,Tree Climbing Lions,Movie,Unknown,Alexander Braczkowski,2018,"November 12, 2019",TV-PG,45 min, Documentary,7.2
675,Tree Climbing Lions,Movie,Unknown,Alexander Braczkowski,2018,"November 12, 2019",TV-PG,45 min, Family,7.2
676,Lamp Life,Movie,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",2020,"January 31, 2020",TV-G,11 min,Animation,7.2
677,Lamp Life,Movie,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",2020,"January 31, 2020",TV-G,11 min, Comedy,7.2
678,Lamp Life,Movie,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",2020,"January 31, 2020",TV-G,11 min, Family,7.2
679,The Little Prince(ss),Movie,Moxie Peng,"Kalo Moss, Ching Yin Ryan Hu, Evan Lai, Brian Yang, Lynn Chen, Danni Wang",2021,"May 28, 2021",PG,19 min,Drama,7.2
680,Secret of The Wings,Movie,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",2012,"November 12, 2019",G,79 min,Animation,7.198
681,Secret of The Wings,Movie,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",2012,"November 12, 2019",G,79 min, Fantasy,7.198
682,Secret of The Wings,Movie,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné",2012,"November 12, 2019",G,79 min, Kids,7.198
683,Mrs. Doubtfire,Movie,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",1993,"August 6, 2021",PG-13,126 min,Comedy,7.189
684,Mrs. Doubtfire,Movie,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",1993,"August 6, 2021",PG-13,126 min, Drama,7.189
685,The Band Concert,Movie,"Wilfred Jackson, Walt Disney",Clarence Nash,1935,"November 12, 2019",TV-Y7,10 min,Animation,7.188
686,The Band Concert,Movie,"Wilfred Jackson, Walt Disney",Clarence Nash,1935,"November 12, 2019",TV-Y7,10 min, Family,7.188
687,The Band Concert,Movie,"Wilfred Jackson, Walt Disney",Clarence Nash,1935,"November 12, 2019",TV-Y7,10 min, Kids,7.188
688,Duck the Halls: A Mickey Mouse Christmas Special,Movie,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",2016,"November 26, 2021",TV-G,23 min,Animation,7.188
689,Duck the Halls: A Mickey Mouse Christmas Special,Movie,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",2016,"November 26, 2021",TV-G,23 min, Family,7.188
690,Alice in Wonderland,Movie,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",1951,"November 12, 2019",G,79 min,Action-Adventure,7.187
691,Alice in Wonderland,Movie,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",1951,"November 12, 2019",G,79 min, Animation,7.187
692,Alice in Wonderland,Movie,"Clyde Geronimi, Hamilton Luske, Wilfred Jackson","Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, Pat O'Malley",1951,"November 12, 2019",G,79 min, Family,7.187
693,Toy Story Toons: Partysaurus Rex,Movie,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",2012,"November 12, 2019",G,9 min,Animation,7.187
694,Toy Story Toons: Partysaurus Rex,Movie,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",2012,"November 12, 2019",G,9 min, Comedy,7.187
695,Toy Story Toons: Partysaurus Rex,Movie,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",2012,"November 12, 2019",G,9 min, Family,7.187
696,Peter Pan,Movie,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,"November 12, 2019",G,79 min,Action-Adventure,7.183
697,Peter Pan,Movie,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,"November 12, 2019",G,79 min, Animation,7.183
698,Peter Pan,Movie,"Hamilton Luske, Clyde Geronimi, Wilfred Jackson","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson, Heather Angel, Paul Collins",1953,"November 12, 2019",G,79 min, Family,7.183
699,Eddie the Eagle,Movie,Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton",2016,"December 18, 2020",PG-13,107 min,Biographical,7.178
700,Eddie the Eagle,Movie,Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton",2016,"December 18, 2020",PG-13,107 min, Comedy,7.178
701,Eddie the Eagle,Movie,Dexter Fletcher,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson, Jack Costello, Taron Egerton",2016,"December 18, 2020",PG-13,107 min, Drama,7.178
702,Waking Sleeping Beauty,Movie,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",2010,"November 12, 2019",PG,87 min,Documentary,7.172
703,Upside-Down Magic,Movie,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina",2020,"February 5, 2021",TV-PG,97 min,Coming of Age,7.161
704,Upside-Down Magic,Movie,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina",2020,"February 5, 2021",TV-PG,97 min, Fantasy,7.161
705,Trail Mix-Up,Movie,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",1993,"June 19, 2020",TV-G,9 min,Action-Adventure,7.159
706,Trail Mix-Up,Movie,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",1993,"June 19, 2020",TV-G,9 min, Animation,7.159
707,Trail Mix-Up,Movie,Barry Cook,"Charles Fleischer, Kathleen Turner, April Winchell, Lou Hirsch, Corey Burton, Frank Welker",1993,"June 19, 2020",TV-G,9 min, Comedy,7.159
708,The Wonderful World of Disney Presents The Little Mermaid Live!,Movie,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",2019,"November 27, 2019",TV-PG,84 min,Concert Film,7.146
709,The Wonderful World of Disney Presents The Little Mermaid Live!,Movie,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",2019,"November 27, 2019",TV-PG,84 min, Family,7.146
710,The Wonderful World of Disney Presents The Little Mermaid Live!,Movie,Hamish Hamilton,"Auli'i Cravalho, Queen Latifah, Shaggy , John Stamos, Graham Phillips, Amber Riley",2019,"November 27, 2019",TV-PG,84 min, Fantasy,7.146
711,Tangled Ever After,Movie,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",2012,"November 12, 2021",G,9 min,Animation,7.142
712,Tangled Ever After,Movie,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",2012,"November 12, 2021",G,9 min, Family,7.142
713,Riley’s First Date?,Movie,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,"November 12, 2019",G,8 min,Animation,7.139
714,Riley’s First Date?,Movie,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,"November 12, 2019",G,8 min, Comedy,7.139
715,Riley’s First Date?,Movie,Josh Cooley,"Lori Alan, Carlos Alazraqui, Lewis Black, Josh Cooley, Ben Cox, Kaitlyn Dias",2015,"November 12, 2019",G,8 min, Coming of Age,7.139
716,Trick or Treat,Movie,Jack Hannah,Unknown,1952,"September 4, 2020",TV-G,9 min,Animation,7.138
717,Trick or Treat,Movie,Jack Hannah,Unknown,1952,"September 4, 2020",TV-G,9 min, Family,7.138
718,Trick or Treat,Movie,Jack Hannah,Unknown,1952,"September 4, 2020",TV-G,9 min, Fantasy,7.138
719,Pooh's Grand Adventure: The Search for Christopher Robin,Movie,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,"November 12, 2019",TV-G,78 min,Action-Adventure,7.136
720,Pooh's Grand Adventure: The Search for Christopher Robin,Movie,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,"November 12, 2019",TV-G,78 min, Animation,7.136
721,Pooh's Grand Adventure: The Search for Christopher Robin,Movie,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Andre Stojka, Peter Cullen, Brady Bluhm",1997,"November 12, 2019",TV-G,78 min, Kids,7.136
722,The Fox and the Hound,Movie,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",1981,"November 12, 2019",G,85 min,Action-Adventure,7.131
723,The Fox and the Hound,Movie,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",1981,"November 12, 2019",G,85 min, Animation,7.131
724,The Fox and the Hound,Movie,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",1981,"November 12, 2019",G,85 min, Buddy,7.131
725,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",2005,"November 12, 2019",PG,147 min,Action-Adventure,7.128
726,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",2005,"November 12, 2019",PG,147 min, Family,7.128
727,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Movie,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy",2005,"November 12, 2019",PG,147 min, Fantasy,7.128
728,The Lion King,Movie,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani",2019,"January 28, 2020",PG,125 min,Action-Adventure,7.124
729,The Lion King,Movie,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani",2019,"January 28, 2020",PG,125 min, Coming of Age,7.124
730,The Lion King,Movie,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani",2019,"January 28, 2020",PG,125 min, Drama,7.124
731,Marvel Studios' Doctor Strange,Movie,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",2016,"November 12, 2019",PG-13,116 min,Action-Adventure,7.122
732,Marvel Studios' Doctor Strange,Movie,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",2016,"November 12, 2019",PG-13,116 min, Fantasy,7.122
733,Marvel Studios' Doctor Strange,Movie,Scott Derrickson,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Michael Stuhlbarg, Benjamin Bratt",2016,"November 12, 2019",PG-13,116 min, Superhero,7.122
734,Aladdin (2019),Movie,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",2019,"January 8, 2020",PG,135 min,Action-Adventure,7.113
735,Aladdin (2019),Movie,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",2019,"January 8, 2020",PG,135 min, Family,7.113
736,Aladdin (2019),Movie,Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",2019,"January 8, 2020",PG,135 min, Fantasy,7.113
737,The Muppet Movie,Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning",1979,"November 12, 2019",G,95 min,Action-Adventure,7.105
738,The Muppet Movie,Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning",1979,"November 12, 2019",G,95 min, Comedy,7.105
739,The Muppet Movie,Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning",1979,"November 12, 2019",G,95 min, Family,7.105
740,The Hunchback of Notre Dame,Movie,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",1996,"November 12, 2019",G,96 min,Action-Adventure,7.105
741,The Hunchback of Notre Dame,Movie,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",1996,"November 12, 2019",G,96 min, Animation,7.105
742,The Hunchback of Notre Dame,Movie,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander",1996,"November 12, 2019",G,96 min, Family,7.105
743,Lady and the Tramp,Movie,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,"November 12, 2019",PG,111 min,Action-Adventure,7.103
744,Lady and the Tramp,Movie,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,"November 12, 2019",PG,111 min, Comedy,7.103
745,Lady and the Tramp,Movie,Charlie Bean,"Tessa Thompson, Justin Theroux, Sam Elliott, Ashley Jensen, Janelle Monáe, Kiersey Clemons",2019,"November 12, 2019",PG,111 min, Family,7.103
746,Corn Chips,Movie,Jack Hannah,Unknown,1951,"November 12, 2019",TV-G,7 min,Animation,7.1
747,Corn Chips,Movie,Jack Hannah,Unknown,1951,"November 12, 2019",TV-G,7 min, Comedy,7.1
748,Corn Chips,Movie,Jack Hannah,Unknown,1951,"November 12, 2019",TV-G,7 min, Family,7.1
749,Dragon Around,Movie,Jack Hannah,Unknown,1954,"April 3, 2020",TV-G,7 min,Animation,7.1
750,Dragon Around,Movie,Jack Hannah,Unknown,1954,"April 3, 2020",TV-G,7 min, Family,7.1
751,Snow White and The Seven Dwarfs,Movie,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",1937,"November 12, 2019",G,84 min,Animation,7.1
752,Snow White and The Seven Dwarfs,Movie,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",1937,"November 12, 2019",G,84 min, Family,7.1
753,Snow White and The Seven Dwarfs,Movie,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",1937,"November 12, 2019",G,84 min, Fantasy,7.1
754,Dr. Seuss' Horton Hears a Who!,Movie,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",2008,"January 1, 2021",G,88 min,Animation,7.1
755,Dr. Seuss' Horton Hears a Who!,Movie,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",2008,"January 1, 2021",G,88 min, Comedy,7.1
756,Dr. Seuss' Horton Hears a Who!,Movie,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",2008,"January 1, 2021",G,88 min, Family,7.1
757,Pluto's Christmas Tree,Movie,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,"November 12, 2019",TV-Y7,7 min,Animation,7.1
758,Pluto's Christmas Tree,Movie,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,"November 12, 2019",TV-Y7,7 min, Family,7.1
759,Pluto's Christmas Tree,Movie,Jack Hannah,"Jimmy MacDonald, Pinto Colvig, Clarence Nash, Ruth Clifford, Dessie Miller",1952,"November 12, 2019",TV-Y7,7 min, Kids,7.1
760,Pinocchio,Movie,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,"November 12, 2019",G,90 min,Animation,7.1
761,Pinocchio,Movie,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,"November 12, 2019",G,90 min, Family,7.1
762,Pinocchio,Movie,"Ben Sharpsteen, Hamilton Luske","Dickie Jones, Christian Rub, Cliff Edwards, Evelyn Venable, Walter Catlett, Charles Judels",1940,"November 12, 2019",G,90 min, Fantasy,7.1
763,Strange Magic,Movie,Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth",2015,"June 11, 2021",PG,101 min,Action-Adventure,7.1
764,Strange Magic,Movie,Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth",2015,"June 11, 2021",PG,101 min, Animation,7.1
765,Strange Magic,Movie,Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth",2015,"June 11, 2021",PG,101 min, Family,7.1
766,Marvel's Behind the Mask,Movie,Unknown,Unknown,2021,"February 12, 2021",TV-14,65 min,Anthology,7.1
767,Marvel's Behind the Mask,Movie,Unknown,Unknown,2021,"February 12, 2021",TV-14,65 min, Documentary,7.1
768,Myth: A Frozen Tale,Movie,Jeff Gipson,Evan Rachel Wood,2021,"February 26, 2021",TV-G,12 min,Animation,7.1
769,Myth: A Frozen Tale,Movie,Jeff Gipson,Evan Rachel Wood,2021,"February 26, 2021",TV-G,12 min, Family,7.1
770,Myth: A Frozen Tale,Movie,Jeff Gipson,Evan Rachel Wood,2021,"February 26, 2021",TV-G,12 min, Fantasy,7.1
771,Miracle at Midnight,Movie,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",1998,"November 12, 2019",TV-14,89 min,Drama,7.1
772,Miracle at Midnight,Movie,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",1998,"November 12, 2019",TV-14,89 min, Historical,7.1
773,Maleficent,Movie,Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple",2014,"October 1, 2021",PG,99 min,Action-Adventure,7.09
774,Maleficent,Movie,Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple",2014,"October 1, 2021",PG,99 min, Family,7.09
775,Maleficent,Movie,Robert Stromberg,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple",2014,"October 1, 2021",PG,99 min, Fantasy,7.09
