,Type,Title,Director,Cast,Release Year,Rating,Duration,Genres,Vote Average
1591,Movie,Close Range,"Isaac Florentine, Scott Adkins","Scott Adkins, Nick Chinlund, Caitlin Keats, Madison Lawlor, Scott Evans, Tony Perez",2015,Unknown,85 min,"Action, Suspense",6.557
698,Movie,Reaching for the Moon,Edmond Goulding,"Douglas Fairbanks, Bebe Daniels",1930,NR,73 min,"Arts, Entertainment, and Culture",6.554
6280,Movie,1984,Michael Radford,"John Hurt, Richard Burton, Suzanna Hamilton",1985,R,111 min,Drama,6.554
3652,Movie,You Were Never Really Here,Lynne Ramsay,"Joaquin Phoenix, Ekaterina Samsonov",2018,R,90 min,"Drama, Suspense",6.554
2640,Movie,Reaching For The Moon,Bruno Barreto,"Miranda Otto, Glória Pires",2014,16+,114 min,"LGBTQ, Romance",6.554
5131,Movie,Hi Life,Roger Hedden,"Daryl Hannah, Eric Stoltz, Katrin Cartlidge, Campbell Scott, Charles Durning, Moira Kelly, Peter Riegert",1998,R,85 min,Comedy,6.553
4079,Movie,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Raquel Gardner, Viveca Paulin, Eva Mendes, Michael Clarke Duncan, Jennifer Coolidge, Lochlyn Munro, Molly Shannon, Elisa Donovan",1998,PG-13,82 min,"Comedy, Young Adult Audience",6.551
4728,Movie,True Crime,Pat Verducci,"Kevin Dillon, Alicia Silverstone, Bill Nunn, Michael Bowen",1996,R,92 min,Suspense,6.551
2936,Movie,Mortal,André Øvredal,"Nat Wolff, Iben Akerlie, Per Frisch, Priyanka Bose, Per Egil Aske",2020,R,105 min,"Fantasy, Science Fiction",6.549
415,Movie,The Collector,Marcus Dunstan,"Josh Stewart, Madeline Zima, Andrea Roth, Daniella Alonso, Robert Wisdom, Juan Fernández, Goldner Ayala, Gregory Alan Williams",2009,R,90 min,"Action, Horror, Suspense",6.549
2268,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,Jeff Dunham,2006,18+,69 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",6.545
363,Movie,The Guv'nor,Paul Van Carter,"Lenny McLean, Jamie McLean, Guy Ritchie, Jason Flemyng",2016,16+,85 min,Documentary,6.545
1157,Movie,Jalebi - The Taste of Everlasting Love,Pushpdeep Bhardwaj,"Varun Mitra, Rhea Chakraborty, Digangana Suryavanshi",2018,13+,104 min,"Drama, International",6.543
2293,Movie,Fukrey Returns,Mrighdeep Lamba,"Pulkit Samrat, Manjot Singh, Ali Fazal, Varun Sharma, Priya Anand, Vishakha Singh, Pankaj Tripathi, Richa Chadha",2017,13+,136 min,"Comedy, International",6.543
167,Movie,Too Late For Love,Edward Sloman,"Frank Morgan, Binnie Barnes, Robert Taylor, Lois Wilson, Alan Hale, Margaret Hamilton, Louise Latimer, Maurice Murphy, Helen Parrish, Dick Winslow, Elizabeth Young",1934,18+,84 min,Drama,6.542
149,Movie,Trust,Angus Benfield,"Chelsea Bennett, Suzan Marie Ghaleb, Danny Elacci",2018,ALL,93 min,Drama,6.541
2216,Movie,Raising the Bar,Clay Glen,"Kelli Berglund, Lili Karamalikis, Tess Fowler, Emily Morris, Peta Shannon, Isabelle Andary-Geslin",2016,7+,97 min,Kids,6.54
3393,Movie,Dhoom:2,Sanjay Gadhvi,"Abhishek Bachchan, Uday Chopra, Aishwarya Rai Bachchan, Bipasha Basu, Rimi Sen, Hrithik Roshan",2006,13+,152 min,Action,6.539
1513,Movie,Dhoom,Sanjay Gadhvi,"John Abraham, Abhishek Bachchan, Uday Chopra, Rimi Sen, Esha Deol, Manoj Joshi",2004,13+,129 min,"Action, International",6.539
2143,Movie,Tumhari Sulu,Suresh Triveni,"Vidya Balan, Neha Dhupia, Manav Kaul, Vijay Maurya, Santanu Ghatak, Malishka Mendonsa, Vibhawari Deshpande, Abhishek Sharrma, Seema Taneja, Sindhu Shekharan, Trupti Khamkar, Siddhaanth Samant, Uday Lagoo",2017,ALL,139 min,"Comedy, Drama, International",6.538
2305,Movie,Elvira: Mistress of the Dark,James Signorelli,"Cassandra Peterson, Susan Kellerman, Jeff Conaway",1998,PG-13,96 min,"Comedy, Horror",6.538
6355,Movie,Prometheus,Ridley Scott,"Noomi Rapace, Michael Fassbender, Guy Pearce, Idris Elba, Logan Marshall-Green, Charlize Theron",2012,R,124 min,"Horror, Science Fiction, Suspense",6.538
1814,Movie,Author The JT LeRoy Story,Jeff Feuerzeig,Unknown,2016,R,112 min,Documentary,6.536
4105,Movie,Ramona and Beezus,Elizabeth Allen,"Joey King, Selena Gomez, John Corbett, Bridget Moynahan, Ginnifer Goodwin, Josh Duhamel, Jason Spevack, Sierra McCormick, Sandra Oh, Kathryn Zenna, Janet Wright, Ruby Curtis, Hutch Dano, Patti Allan, D. Garnet Harding, Daniel A. Vasquez, Andrew McNee, Tom Pickett, Lynda Boyd, Dace Norman, George C. Wolfe, Nancy Robertson, Calista Bashuk, Eileen Barrett, Donnelly Rhodes, Ian Thompson, Brandi Alexander, Aila McCubbing, Zanti McCubbing, Miller, Piper Mackenzie Harris, Sandy Holt, Brandon Killham, David Allen Kramer, Savannah Lathem, Hope Levy, Joshua Rush, Aaron Sanders, Cameron Sanders, Chelsea Smith",2010,G,104 min,Kids,6.534
5438,Movie,Light Sleeper,Paul Schrader,"Willem Dafoe, Susan Sarandon, Dana Delany, David Clennon, Mary Beth Hurt",1992,R,103 min,"Drama, Suspense",6.534
3173,Movie,Spelling my Germany,Martin Pfeil,"Suzan Demircan, Njamy Sitson, Jennifer Mulinde-Schmid, Ronald Hansch, Thomas Hinrich, Antonello Belcuore, Bobet Nlombi Nsi Keto, Anna Maria Jordan",2010,16+,86 min,"Drama, Romance",6.533
3172,Movie,The Neon Demon,Nicolas Winding Refn,"Elle Fanning, Jena Malone, Abbey Lee, Bella Heathcote, Karl Glusman, Keanu Reeves",2016,R,117 min,"Horror, Suspense",6.533
2597,Movie,The Blue Gardenia,Fritz Lang,"Anne Baxter, Richard Conte, Ann Sothern, Raymond Burr, Nat 'King' Cole",1953,13+,88 min,"Action, Drama, Suspense",6.532
1196,Movie,In My Dreams,Thomas Buschbeck,"Jake Gosden, Octavia Kaliszak",2020,13+,11 min,Comedy,6.532
3519,Movie,Gangs Of Madras (Telugu),C.V. Kumar,"Priyanka Ruth, V. Prabhakar, Daniel Balaj",2021,13+,137 min,"Action, Drama",6.53
3518,Movie,Haikara-san: Here Comes Miss Modern Pt. 1,Kazuhiro Furuhashi,"Mamoru Miyano, Saori Hayami, Yûki Kaji",2017,16+,97 min,Anime,6.53
3517,Movie,Joe & Joe,David Wall,"David Wysocki, Sean Patrick Brennan, Tracy Griffith",1996,13+,79 min,"Arts, Entertainment, and Culture, Comedy, Suspense",6.53
2186,Movie,Steve-O: Guilty As Charged,Samuel Brownfield,Steve-O,2016,Unknown,50 min,"Comedy, Special Interest",6.529
307,Movie,The Man Who Knew Bush,Marc Berlin,Unknown,2011,G,74 min,"Comedy, Documentary, Special Interest",6.528
306,Movie,The Mandela Effect,David Guy Levy,"Charlie Hofheimer, Aleksa Palladino, Robin Lord Taylor, Madeleine McGraw, Clarke Peters",2019,13+,80 min,"Drama, Science Fiction",6.528
3852,Movie,Hasee Toh Phasee,Vinil Matthew,"Parineeti Chopra, Sidharth Malhotra, Sharat Saxena, Manoj Joshi, Navneet Nishan, Nina Kulkarni, Lily Patel, Anil Mange, Adah Sharma",2014,13+,135 min,"Comedy, Drama, International",6.528
5808,Movie,A Royal Night Out,Julian Jarrold,"Sarah Gadon, Bel Powley, Jack Reynor, Rupert Everett, Emily Watson",2015,PG-13,97 min,"Comedy, Drama",6.526
3372,Movie,Lamhe,Yash Chopra,"Anil Kapoor, Sridevi, Anupam Kher, Waheeda Rehman",1991,ALL,188 min,"Drama, International, Romance",6.526
2314,Movie,Day of the Falcon,Jean-Jacques Annaud,"Antonio Banderas, Freida Pinto, Mark Strong, Tahar Rahim",2013,R,130 min,"Action, Adventure, Drama",6.524
349,Movie,The Informer,Andrea Di Stefano,"Rosamund Pike, Joel Kinnamen, Common, Ana De Armas, Clive Owen",2020,R,113 min,"Action, Suspense",6.523
572,Movie,Small Soldiers,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn",1998,PG-13,110 min,"Action, Science Fiction",6.523
3959,Movie,TIP,Lafayette Cabell,"Lafayette Cabell, Tondalia Williams, Aleesha Wright, Tonya Barnes, Gurnie Leary Jr.",2021,18+,43 min,"Action, Drama",6.523
2493,Movie,Rambo: Last Blood,Adrian Grunberg,"Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adrianna Barraza, Yvette Monreal, Oscar Jaenada",2019,R,89 min,"Action, Adventure",6.522
2171,Movie,The Hiding Place,James F. Collier,"Julie Harris, Jeannette Clift, Eileen Heckart, Arthur O'Connell",1975,13+,146 min,Drama,6.522
3744,Movie,The Rolling Stones - From The Vault: Hampton Colesium Live In 1981,"Hal Ashby, Tom Trbovich",The Rolling Stones,2014,13+,143 min,Music Videos and Concerts,6.521
3743,Movie,The Secret Diaries of Miss Anne Lister,James Kent,"Maxine Peake, Anna Madeley, Christine Bottomley",2010,16+,90 min,"Drama, LGBTQ",6.521
4378,Movie,Thathi Thavudhu Manasu,Azhagu Rajasundaram,"Sona, Urvasi Patel, Sindhuri, Mumtaj, Kalabhavan Mani",2003,13+,126 min,Romance,6.52
4377,Movie,The Legend of Lizzie Borden,Paul Wendkos,Elizabeth Montgomery,1975,13+,96 min,Drama,6.52
5243,Movie,Ghost Town,"Jeff Kennedy, Dean Teaster","Herbert Coward, Bill McKinney, DJ Perry",2008,R,115 min,Western,6.52
3175,Movie,Lionheart,Sheldon Lettich,"Jean Claude Van Damme, Ashley Johnson, Brian Thompson, Billy Blanks, Lawrence Bender",1991,R,105 min,"Action, Adventure",6.519
3176,Movie,Istha Sakhi,Bharath Parepally,"Ajay, Real Star Srihari, Anusmurithi, Varun, Madhu Vinjamoori",2021,16+,131 min,"Drama, Romance",6.519
1240,Movie,Honest Thief,Mark Williams,"Liam Neeson, Kate Walsh, Robert Patrick, Anthony Ramos, Jeffrey Donovan, Jai Courtney",2020,PG-13,99 min,"Action, Suspense",6.519
2049,Movie,Spun,Jonas Åkerlund,"Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo, Patrick Fugit, Mena Suvari, Josh Peck, Eric Roberts",2003,R,101 min,"Comedy, Drama",6.518
546,Movie,Sonu Ke Titu Ki Sweety,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sunny Singh Nijjar, Ishita Raj Sharma, Alok Nath, Deepika Amin, Ayesha Raza, Virendra Saxena, Rajesh Jais",2018,13+,138 min,"Comedy, International",6.516
6441,Movie,La Cambiale,Camillo Mastrocinque,"Vittorio Gassman, Totò, Ugo Tognazzi",1959,13+,105 min,Comedy,6.514
2385,Movie,Let's Have Fun with Little Baby Bum,Cannis Holder,Unknown,2019,ALL,30 min,Kids,6.513
2384,Movie,Meet My Valentine,Brian Herzlinger,"Scott Wolf, Courtney Ford, Jay Black, Brady Smith, Kristin Miller, Audrey Casson",2015,PG,89 min,Drama,6.513
1496,Movie,Dismissed,Benjamin Arfmann,"Dylan Sprouse, Kent Osborne, Randall Park, Chris Bauer, Rae Gray, Alycia Delmore",2017,13+,87 min,"Drama, Horror, Young Adult Audience",6.512
1286,Movie,Hans Christian Andersen,Charles Vidor,"Danny Kaye, Farley Granger, Zizi Jeanmaire",1953,13+,112 min,"Arts, Entertainment, and Culture, Drama, Kids",6.512
2877,Movie,Hell House LLC,Stephen Cognetti,"Kristin Michelle Taylor, Jeb Kreager, Theodore Bouloukos, Adam Schneider, Gore Abrams, Natalie Gee, Miranda Robbins, Ryan Jennifer, Danny Bellini, Alice Bahlke",2016,18+,91 min,Horror,6.51
1357,Movie,G.I. Blues,Norman Taurog,"Elvis Presley, Juliet Prowse, Robert Ivers",1960,PG,104 min,"Arts, Entertainment, and Culture, Comedy",6.508
5312,Movie,Fair Play,Andrea Sedlackova,"Judit Bardos, Anna Geislerová, Eva Josefíková, Ondřej Novák, Roman Zach, Igor Bareš, Jiří Wohanka, Ondřej Malý, Taťjana Medvecká",2014,13+,99 min,"Drama, Sports",6.507
6188,Movie,Little Man Tate,Jodie Foster,"Jodie Foster, Adam Hann-Byrd, Michael Shulman, Nathan Lee, Celia Weston, Danitra Vance, Dianne Wiest",1991,PG,99 min,Drama,6.506
6277,Movie,A Bucket of Blood,Roger Corman,"Dick Miller, Barboura Morris, Antony Carbone, Julian Burton, Ed Nelson, John Brinkley, John Shaner, Judy Bamber",1959,7+,65 min,"Comedy, Horror",6.504
4623,Movie,A Bucket Of Blood,Roger Corman,"Dick Miller, Barboura Morris, Antony Carbone, Bert Convey",1959,13+,65 min,"Comedy, Drama",6.504
6278,Movie,83 degrees - ski the north,Matthias Mayr,"Matthias Mayr, Matthias Haunholder",2019,7+,55 min,"Action, Documentary, Sports",6.504
3593,Movie,Night Hunter,David Raymond,"Henry Cavill, Ben Kingsley, Alexandra Daddario, Stanley Tucci, Brendan Fletcher, Minka Kelly, Nathan Fillion",2019,R,99 min,"Action, Drama, Suspense",6.502
1658,Movie,Bryan Callen: Never Grow Up,John Brenkus,Bryan Callen,2017,Unknown,58 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",6.5
3037,Movie,The History of Time Travel,Ricky Kennedy,"Daniel W. May, Elizabeth Lestina, Krista Ales, Garland Buffalo, Trey Cartwright, Ben Everett, Ricky Kennedy, Brad Maule, Roy May, Peyton Paulette, David Raine, Fazia Rizvi, Jody Ryan, Bill Small, Michael Tubbs",2014,13+,71 min,"Drama, Science Fiction",6.5
2946,Movie,Ameluk - based on a story which could be true,Mimmo Mancini,"Rosanna Banfi, Paolo Sassanelli, Mehdi Mahdloo Torkaman, Mimmo Mancini, Claudia Lerro, Cosimo Cinieri, Francesca Giaccari, Dante Marmone, Roberto Nobile, Luigi Angiuli, Nadia Kibout, Pascal Zullino, Hedy Krissane, Miloud Mourad Benamara, Michele De Virgilio, Massimo Bagnasco",2015,13+,98 min,Comedy,6.5
2246,Movie,Marina Franklin: Single Black Female,Brian Volk-Weiss,Marina Franklin,2019,18+,58 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",6.5
221,Movie,The Work and the Glory,Russell Holt,"Sam Hennings, Brenda Strong, Eric Johnson, Alexander Carroll, Tiffany Dupont, Brighton Hertford, Kimberly Varadi, Colin Ford, Kathryn Firago, Jim Grimshaw, Jonathan Scarfe, Sarah Darling, Edward Albert, Ryan Wood, Jordan Rose Tarter, Anne Sward, Levi Larsen",2004,PG,110 min,"Drama, Faith and Spirituality, Romance",6.5
222,Movie,The Woods: Tales of The X Species Volume 1,Neko Sparks,"Jermaine Jackson, Rebekah Dean, Jimmy Flint-Smith, Chloe Tinou",2018,16+,19 min,"Horror, Science Fiction",6.5
2255,Movie,Little Red Wagon,David Anspaugh,"Chandler Canterbury, Anna Gunn, Frances O'Connor",2013,PG,103 min,"Drama, Kids",6.5
1460,Movie,"Eagle, The (Silent)",Unknown,"Rudolph Valentino, Vilma B?nky, Louise Dresser, Albert Conti",2011,G,90 min,Drama,6.5
3633,Movie,Ru-Ba-Ru,Arjun Bali,"Randeep Hooda, Shahana Goswami, Rati Agnihotri, Jayant Kripalani, Kulbhushan Kharbanda, Jeetu Savlani, Prince Shah, Jeneva Talwar",2008,13+,104 min,"Romance, Suspense",6.5
4122,Movie,Kevvu Keka,Devi Prasad,"Allari Naresh, Sharmiela Mandre, Ali",2013,13+,147 min,Comedy,6.5
1653,Movie,C.C. & Company,Seymour Robbie,"Joe Namath, Ann-Margret, William Smith, Jennifer Billingsley, Mike Battle, Greg Mullavy, Teda Bracci, Don Chastain, Sid Haig, Bruce Glover, Kiva Kelly, Jacquie Rohr, Robert Keyworth, Alan Pappe, Ned Wertimer, Bill Baldwin, Shirley Eder, John Wasserman, Bonnie Emerson, Paula Warner, Wayne Cochran, Tedd King, Gary Littlejohn, Frank Noel, Wayne Cochran and the C.C. Ryders, Duncan Inches",1970,R,95 min,"Action, Comedy, Drama",6.5
942,Movie,Medal of Honor,Roger Sherman,Alfre Woodard,2008,Unknown,86 min,"Documentary, Special Interest",6.5
4545,Movie,Murder Bury Win,Michael Lovan,"Mikelen Walker, Erich Lane, Henry Alexander Kelly, Craig Cackowski, Brian Slaten, Michael Lovan, Jake Neri, Amy Everson, Melissa Lagosh",2021,18+,91 min,"Comedy, Horror, Suspense",6.5
3154,Movie,Quilombo,Carlos Diegues,Unknown,1984,18+,120 min,"Action, Arthouse, Drama",6.5
1654,Movie,C U Soon (4K UHD),Mahesh Narayan,"Fahadh Faasil, Darshana Rajendran, Roshan Mathew, Saiju Kurup, Mala Parvathy",2020,16+,98 min,"Drama, Suspense",6.5
491,Movie,"Superfish: Billfish, with David Attenborough",Rick Rosenthal,David Attenborough,2008,ALL,52 min,"Documentary, Special Interest",6.5
490,Movie,Survivors Guide to Prison,Matthew Cooke,"Bruce Lisker, Reggie Cole, Danny Trejo, Deepak Chopra, Patricia Arquette, Danny Glover, Cynthia Nixon, Ice T, RZA, Busta Rhymes, Tom Morello (Rage Against the Machine), Russell Simmons, B-Real, Macklemore, Quincy Jones, Q-Tip, Warren G, Chuck D, Brandon Boyd (Incubus), Jesse Williams",2018,Unknown,103 min,"Documentary, Special Interest, Suspense",6.5
619,Movie,Shaadi Mubarak,Padmasri,"Sagar RK Naidu, Drishya Raghunath",2021,ALL,133 min,"Comedy, Drama",6.5
1581,Movie,Coming Out,Alden Peters,Alden Peters,2016,18+,72 min,"Documentary, LGBTQ",6.5
2945,Movie,Babu,A. C. Tirulokchandar,"Rajesh Khanna, Hema Malini, Rati Agnihotri, Deepak Parashar, Madan Puri, Rajendranath, Mala Sinha",1985,ALL,130 min,"Drama, Kids",6.5
4537,Movie,Shock and Awe,Rob Reiner,"Woody Harrelson, Rob Reiner, James Marsden, Jessica Biel, Milla Jovovich, Tommy Lee Jones",2018,R,91 min,"Action, Drama",6.5
5628,Movie,Amalia in the Fall,"Anna Utrecht, Octavio Lasheras","María José Alfonso, Manuel Zarzo, Máximo Valverde, María Gracia, Tony Antonio, Pablo Castañón, Saturnino García",2021,13+,78 min,Drama,6.5
3492,Movie,Meet The Girl - Award Winning Short Comedy Movie 2021,Dennis Ricks,"George Duryea, Chris Blevins, Marina Shtoda, Mihael Kazakov, Dennis Ricks, Alex Karpuhin, Joanna Hobbie, Erin Caesar, Devan Watring, Madhulika Krishnan, Nikki Rachel, Natalie Kalamdaryan, Tetiana Kazak, Jack Fanburg, Arash Anehsasian, Sterling Temple Howard, Kiana Clemente, Julie Volkamer",2021,18+,23 min,"Comedy, Drama",6.5
4331,Movie,Dynamite,Deva Katta,"Vishnu Manchu, Pranitha, J D Chakravarthy",2015,13+,136 min,"Action, Romance",6.5
1045,Movie,Light of My Life,Casey Affleck,"Casey Affleck, Anna Pniowsky, Tom Bower, Elisabeth Moss",2019,R,120 min,"Drama, Suspense",6.5
2995,Movie,Trade Winds,Tay Garnett,"Fredric March, Joan Bennett, Ralph Bellamy",1938,13+,94 min,Drama,6.5
2179,Movie,The Amazing Mr. Blunden,Lionel Jeffries,"Laurence Naismith, Lynne Frederick, Gary Miller",1963,13+,84 min,"Fantasy, Suspense",6.5
5863,Movie,Sex 'n' Death,Guy Jenkin,"Martin Clunes, Caroline Goodall, Martin Jarvis",1999,18+,73 min,Drama,6.5
4006,Movie,Mila and Morphle's Magical Universe,Arthur van Merwijk,Unknown,2019,ALL,37 min,"Animation, Kids",6.5
2843,Movie,One of Her Own,Armand Mastroianni,"Martin Sheen, Lori Loughlin, Greg Evigan, Reginald VelJohnson, Rhoda Griffis",1994,Unknown,88 min,Drama,6.5
4005,Movie,Munnabhai S.S.C,Sunil Naik,"Pandharinath Kambli, Vijay Chavan, Ramesh Bhatkar, Girish Oak, Kishor Nandlaskar",2005,ALL,124 min,"Comedy, Drama",6.5
4004,Movie,Penny Serenade,George Stevens,"Irene Dunne, Cary Grant, Beulah Bondi, Edgar Buchanan, Ann Doran",1941,16+,120 min,Drama,6.5
5811,Movie,Tumbleweeds,King Baggot,"William S. Hart, Barbara Bedford, Lucien Littlefield",1925,NOT_RATE,88 min,Western,6.5
3311,Movie,Tooth Fairy 2: The Root of Evil,Louisa Warren,"Jake Watkins, Katie McKenna",2020,18+,91 min,Horror,6.5
2947,Movie,Agent Sai Srinivasa Athreya (Kannada),Swaroop RSJ,"Naveen Polishetty, Shruthi Sharma, Suhaas",2019,13+,146 min,"Comedy, Suspense",6.5
3977,Movie,AN UNFORGETTABLE SUMMER,Lucian Pintille,"Kristin Scott, Thomas Claudiu, Bleont Olga Tudorache",1994,R,80 min,International,6.5
3962,Movie,The Demon's Waltz,Ryan Callaway,"Briana Aceti, Kailee McGuire, Breanna Engle, Sophia Zalipsky, Dustin Tyler",2020,13+,116 min,"Horror, Suspense",6.5
4115,Movie,Sherlock Holmes - Dressed to Kill,Roy William Neill,"Basil Rathbone, Nigel Bruce, Patricia Morison, Edmund Breon, Frederick Worlock",1946,16+,72 min,Drama,6.5
4417,Movie,Age Of Summer,Bill Kiely,"Percy Hynes White, Jake Ryan, Charlotte Sabina, Diarmaid Murtagh, Peter Stormare",2018,16+,89 min,Comedy,6.5
3491,Movie,Monarch,John Walsh,"T.P. McKenna, Jean Marsh, Peter Miles, James Coombes, Peter Sowerbutts, Mark Montgomerie",2000,16+,87 min,Drama,6.5
3313,Movie,Rajkumar,K. Shankar,"Shammi Kapoor, Sadhana, Pran, Prithviraj Kapoor, Om Prakash, Rajendra Nath, Achala Sachdev, Tun Tun, Manorama, Shivraj, Hari Shivdasani, Shanti",1964,ALL,164 min,"Arts, Entertainment, and Culture, Comedy, Drama",6.5
4468,Movie,Thiruttu Payale,Susi Ganesan,"Jeevan, Sonia Agarwal, Abbas, Malavika, Vivek, Manoj K Jayan, Charle",2006,18+,155 min,"Drama, Suspense",6.5
4526,Movie,Whitey: United States of America v. James J. Bulger,Joe Berlinger,"James J. Bulger,  Jr.",2014,R,107 min,"Documentary, Suspense",6.5
2948,Movie,Wish You Well,Darnell Martin,"Ellen Burstyn, Mackenzie Foy, Josh Lucas, Ned Bellamy",2015,13+,100 min,"Drama, Kids",6.5
3328,Movie,Sandeep Aur Pinky Faraar,Dibakar Banerjee,"Parineeti Chopra, Arjun Kapoor, Neena Gupta, Raghubir Yadav, Jaideep Ahlawat",2021,13+,123 min,"Drama, Romance, Suspense",6.5
911,Movie,Mo Mandel: Negative Reinforcement,Steven Feinartz,Mo Mandel,2016,Unknown,66 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",6.5
5215,Movie,Hattie,Dan Zeff,"Ruth Jones, Robert Bathurst, Aidan Turner, Jeany Spark, Jay Simpson",2011,16+,85 min,Drama,6.5
4699,Movie,Pokémon Ranger and the Temple of the Sea,Kunihiko Yuyama,Ikue Ohtani,2007,7+,105 min,"Animation, Anime, Kids",6.5
2591,Movie,The Moors Murders,Clive Entwistle,"Myra Hindley, Ian Brady, Nick Finnis",2009,13+,67 min,"Documentary, Suspense",6.5
1154,Movie,Jasper Redd: Jazz Talk,Jay Chapman,Jasper Redd,2014,18+,62 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",6.5
1492,Movie,Dodos,Baeble Music,Unknown,2008,NR,60 min,Music Videos and Concerts,6.5
3763,Movie,Pinkfong and Baby Shark's Space Adventure,Pinkfong,Unknown,2019,ALL,65 min,"Animation, Kids",6.5
5422,Movie,Pokémon 3: The Movie,Kunihiko Yuyama,Unknown,2001,G,73 min,"Animation, Anime, Kids",6.5
4998,Movie,Believe: The Eddie Izzard Story,Sarah Townsend,Eddie Izzard,2009,18+,103 min,"Arts, Entertainment, and Culture, Comedy, Documentary",6.5
5354,Movie,Kaul Manacha,Bhimrao Mude,"Tanvi Kamat, Ganesh Sonawane, Luv Vispute",2016,13+,123 min,"Comedy, Romance",6.5
5353,Movie,Kudiyirundha Koyil,K. Shankar,"M. G. Ramachandran, Jayalalithaa, Rajasree, M. N. Nambiar",1968,ALL,166 min,"Action, Drama",6.5
3280,Movie,Forgotten Ellis Island,Lorie Conway,Elliott Gould,2007,ALL,57 min,"Documentary, Drama",6.5
5024,Movie,Varuthapadatha Valibar Sangam,Ponram,"Sivakarthikeyan, Sathyaraj, Sri Divya, Soori",2013,ALL,149 min,Comedy,6.5
2443,Movie,Arthur and the Haunted Tree House,Marc Brown,"Oliver Grainger, Justin Bradley",2017,G,57 min,Kids,6.5
833,Movie,New Faces,"Harry Horner, John Beal","Ronnie Graham, Eartha Kitt",1954,NR,97 min,"Arts, Entertainment, and Culture, Comedy",6.5
902,Movie,Moondog Airwaves,Ari Selinger,"David Rysdahl, Steven Ogg, Ben Cole, Charlotte Buck, Ben Rezendes, Jason Liles",2016,16+,33 min,"Comedy, Horror",6.5
1778,Movie,Be Somebody,Joshua Caldwell,"Matt Espinosa, Sarah  Jeffery, Allison Paige",2016,PG,87 min,Comedy,6.5
1602,Movie,Christmas Recipe for Romance,Marco Deufemia,"Madeline Leon, Sebastian Sacco",2019,Unknown,88 min,"Comedy, Romance",6.5
2875,Movie,Jugni,Shefali Bhushan,"Anurita Jha, Sadhana Singh, Sugandha Garg",2016,13+,111 min,Drama,6.5
